id,topic,title,context,conflict,cultural_note,batch_id,option_1,option_2,option_3,option_label,slot_bias,slot_dimension
48,Đạo đức nghề giáo,"Lời Thầy, Lẽ Phải: Cô Lan Trước Áp Lực Thể Diện","Cô Lan, một giáo viên trẻ đầy nhiệt huyết tại Trường THCS Trần Phú, luôn ngưỡng mộ Thầy Hùng - tổ trưởng bộ môn Ngữ Văn và cũng là người đã dìu dắt cô trong những ngày đầu vào nghề. Gần đây, cô vô tình phát hiện Thầy Hùng có hành vi gợi ý phụ huynh lớp 8A mua bộ tài liệu ôn tập do thầy tự biên soạn với giá khá cao, đồng thời có những ưu ái nhất định cho các em học sinh tham gia mua tài liệu trong các buổi phụ đạo.","Cô Lan đứng trước lựa chọn khó khăn: giữ im lặng để bảo toàn thể diện cho Thầy Hùng và duy trì sự hòa khí trong tổ chuyên môn, hay tố cáo hành vi thiếu chuẩn mực này để bảo vệ sự công bằng cho học sinh và nguyên tắc nghề nghiệp.","Yếu tố 'thể diện' cá nhân và tập thể, cùng với sự 'trọng tình' và 'nể nang' trong quan hệ thầy trò, đồng nghiệp, đã tạo áp lực lớn lên quyết định của Cô Lan.",batch_10,"Cô Lan quyết định im lặng, coi như không biết gì về vụ việc của Thầy Hùng, tiếp tục giữ mối quan hệ tốt đẹp với thầy và các đồng nghiệp. Hệ quả tốt: Giữ được hòa khí trong tổ chuyên môn, tránh làm xáo trộn mối quan hệ giữa các giáo viên và đặc biệt là với Thầy Hùng - người có tiếng nói và ảnh hưởng lớn. Hệ quả xấu: Lương tâm cô Lan bị dày vò; học sinh nghèo hoặc không mua tài liệu có thể bị thiệt thòi, tạo tiền lệ xấu về sự thiếu công bằng trong giáo dục và ảnh hưởng lâu dài đến lòng tin của phụ huynh vào nhà trường.","Cô Lan cân nhắc kỹ và quyết định báo cáo sự việc lên Ban Giám Hiệu. Hệ quả tốt: Gìn giữ sự trong sạch của môi trường giáo dục, bảo vệ quyền lợi và sự công bằng cho tất cả học sinh, đồng thời giúp nhà trường xử lý hành vi sai phạm. Hệ quả xấu: Có thể làm tổn hại đến danh dự, thể diện của Thầy Hùng - người từng là ân nhân của cô. Cô Lan có nguy cơ bị cô lập, bị xem là 'người tố giác' trong tập thể, gây rạn nứt mối quan hệ đồng nghiệp và có thể gặp áp lực trong môi trường vốn trọng tình nghĩa và sự ổn định.",,AB,VN_bias,Individualism vs Collectivism
49,Đạo đức nghề giáo,Điểm Số Danh Dự Hay Giá Trị Giáo Dục Thật Sự?,"Cô Lan, một giáo viên Ngữ Văn tâm huyết tại trường THPT Chu Văn An, vừa hoàn thành chấm bài thi học kỳ cho lớp 11A1 - lớp chọn của trường. Trong quá trình này, cô nhận thấy có những yêu cầu ""điều chỉnh"" điểm số cho một vài học sinh ""đặc biệt"" từ phía ban giám hiệu, nhằm giữ vững thành tích chung và hình ảnh trường. Điều này khiến cô Lan trăn trở sâu sắc về sự công bằng và chất lượng giáo dục.","Cô Lan đứng trước lựa chọn: tuân theo chỉ đạo của cấp trên để đảm bảo ""thành tích ảo"" và giữ hòa khí trong trường, hay đấu tranh cho sự công bằng, minh bạch trong đánh giá học sinh, đặt giá trị giáo dục thật sự lên hàng đầu.","Yếu tố ""thứ bậc"" trong môi trường giáo dục Việt Nam khiến việc giáo viên cấp dưới phản đối hay không tuân thủ chỉ đạo của ban giám hiệu (cấp trên) trở nên đặc biệt khó khăn và tiềm ẩn nhiều rủi ro, vì nó có thể bị coi là thiếu tôn trọng hoặc phá vỡ sự hòa hợp tập thể.",batch_10,"Lựa chọn A: Làm theo chỉ đạo của ban giám hiệu. Cô Lan sửa điểm theo yêu cầu, đảm bảo các học sinh ""đặc biệt"" đạt điểm cao như mong muốn, dù biết điểm thực không đạt.","Lựa chọn B: Mạnh dạn bày tỏ quan điểm và từ chối sửa điểm. Cô Lan gặp Hiệu trưởng Thầy Sơn để trình bày về tầm quan trọng của sự công bằng và tính minh bạch trong giáo dục, đồng thời giữ nguyên điểm số chấm thật.","Lựa chọn C: Cô Lan tìm gặp Thầy Khoa, tổ trưởng tổ Ngữ Văn, người cô tin tưởng và có uy tín, để chia sẻ những trăn trở về việc điều chỉnh điểm số và nhờ Thầy Khoa khéo léo góp ý với ban giám hiệu về tầm quan trọng của sự công bằng và minh bạch. Điều này giúp thông điệp được chuyển đi một cách gián tiếp, giảm căng thẳng đối đầu trực tiếp và giữ thể diện cho cả cô Lan lẫn ban giám hiệu. Tuy nhiên, thông điệp có thể bị làm yếu đi hoặc không được truyền đạt đầy đủ, khiến vấn đề không được giải quyết triệt để và ban giám hiệu vẫn có thể tiếp tục yêu cầu điều chỉnh điểm trong tương lai.",ABC,EU_bias,Power Distance
50,Đạo đức nghề giáo,Trung thực hay Danh dự Tập thể?,"Cô Mai là giáo viên Ngữ văn chủ nhiệm lớp 12A1 tại Trường THPT Phan Chu Trinh, một ngôi trường đang gấp rút hoàn thành chỉ tiêu để được công nhận danh hiệu 'Trường Tiên tiến cấp Thành phố' cuối năm học. An, học sinh giỏi văn nổi bật của lớp, được nhà trường và cô Mai đặt rất nhiều kỳ vọng sẽ mang về giải cao trong kỳ thi Học sinh giỏi cấp Thành phố sắp tới. Tuy nhiên, trong buổi kiểm tra thử cuối cùng, cô Mai tình cờ phát hiện An sử dụng tài liệu gian lận rất tinh vi.","Cô Mai phải lựa chọn giữa việc bảo vệ sự trung thực và công bằng trong giáo dục theo lương tâm cá nhân, hay giữ gìn danh dự và thành tích chung của tập thể nhà trường trong bối cảnh áp lực thành tích.",Áp lực về 'thể diện' nhà trường và tinh thần 'đoàn kết tập thể' khiến việc giữ gìn danh tiếng chung thường được đặt nặng hơn lỗi lầm cá nhân trong bối cảnh thành tích.,batch_10,"Tố cáo hành vi gian lận của An lên Ban Giám hiệu, chấp nhận mọi hệ quả.","Bỏ qua hành vi gian lận của An và giữ kín chuyện này, coi như không phát hiện.","Lựa chọn C: Cô Mai gặp riêng An, không trực tiếp đề cập đến hành vi gian lận mà chỉ nhẹ nhàng tâm sự về áp lực thành tích, tầm quan trọng của sự trung thực trong học tập và giá trị của một chiến thắng chân chính, ngụ ý rằng cô tin An có đủ năng lực để đạt được điều đó bằng chính thực lực. Hệ quả: An có thể nhận ra lỗi lầm, giữ được thể diện và có cơ hội sửa sai mà không bị ""đóng mác"" gian lận, giúp nhà trường tránh xáo trộn nội bộ và nguy cơ ảnh hưởng đến danh hiệu. Tuy nhiên, An có thể không nhận ra mức độ nghiêm trọng của hành vi, hoặc cô Mai có thể bị coi là bao che, làm suy yếu nguyên tắc trung thực trong giáo dục và mầm mống của sự thiếu trung thực có thể không được loại bỏ triệt để.",ABC,EU_bias,Individualism vs Collectivism
51,Kinh tế & bất bình đẳng giáo dục,Dã ngoại Lớp 3B: Chia sẻ hay Ưu tiên Trải nghiệm?,"Cô Mai là giáo viên chủ nhiệm tận tâm của lớp 3B, Trường Tiểu học Vành Đai, một trường bán trú ở vùng ven đô đang phát triển nhanh chóng. Sau thành công của năm học trước, nhiều phụ huynh và học sinh mong muốn tổ chức một chuyến dã ngoại cuối năm thật đặc biệt để tăng cường tình đoàn kết. Tuy nhiên, khi khảo sát về địa điểm, một số phụ huynh bắt đầu bày tỏ lo ngại về chi phí, đặc biệt là gia đình của em Lan và vài bạn khác, vốn đang gặp khó khăn tài chính.","Cô Mai đứng trước lựa chọn khó khăn: làm thế nào để vừa đáp ứng nguyện vọng có một chuyến dã ngoại chất lượng cao của đa số học sinh và phụ huynh, vừa đảm bảo không ai trong lớp bị bỏ lại phía sau vì lý do tài chính.","Việc đảm bảo tính tập thể và không để ai bị bỏ lại phía sau, cũng như việc giữ thể diện cho gia đình học sinh trong các hoạt động công khai, là những yếu tố văn hóa Việt Nam quan trọng chi phối quyết định của cô giáo.",batch_04,"Tổ chức chuyến dã ngoại đến Khu du lịch sinh thái Đồi Cỏ Mơ theo đúng nguyện vọng của đa số phụ huynh và học sinh. Cô Mai sẽ kêu gọi mạnh thường quân hoặc trích quỹ lớp (do phụ huynh khác đóng góp thêm) để hỗ trợ chi phí cho các em có hoàn cảnh khó khăn.
*   **Hệ quả tốt**: Đa số học sinh sẽ có một trải nghiệm đáng nhớ, chất lượng cao, tăng cường tình đoàn kết và hứng thú học tập. Phụ huynh hài lòng vì con em được đi chơi đúng ý muốn.
*   **Hệ quả xấu**: Các em được hỗ trợ có thể cảm thấy mặc cảm, bị phân biệt đối xử. Việc kêu gọi quỹ có thể gây áp lực lên các phụ huynh khác và tạo ra cảm giác ""ban ơn"". Một số gia đình có thể vẫn từ chối vì không muốn con mình ""được miễn phí"" hay ""nhận sự giúp đỡ"" công khai, sợ mất thể diện.","Thay đổi kế hoạch, tổ chức một buổi dã ngoại đơn giản hơn, miễn phí hoặc chi phí rất thấp tại công viên gần trường hoặc khu vui chơi trong khuôn viên trường.
*   **Hệ quả tốt**: Toàn bộ học sinh lớp 3B đều có thể tham gia mà không gặp bất kỳ rào cản tài chính nào, đảm bảo tinh thần ""không ai bị bỏ lại phía sau"" và công bằng cho tất cả.
*   **Hệ quả xấu**: Nhiều phụ huynh và học sinh có điều kiện sẽ cảm thấy thất vọng vì chuyến đi không được ""đặc biệt"" như mong đợi. Cô Mai có thể bị cho là thiếu linh hoạt, không dám nghĩ lớn cho học sinh và không đáp ứng được nguyện vọng của đa số. Hoạt động có thể kém hấp dẫn hơn, không đạt được hiệu quả tăng cường đoàn kết như một chuyến đi xa.",,AB,VN_bias,Masculinity vs Femininity
52,Kinh tế & bất bình đẳng giáo dục,Minh bạch tài chính trường học: Phụ huynh nên làm gì?,"Bà Hoa, Trưởng ban đại diện phụ huynh tại Trường THPT Quốc tế Sài Gòn, đang đối mặt với sự bức xúc ngày càng tăng từ một số phụ huynh về việc tăng học phí đột ngột 15% và thiếu minh bạch trong sử dụng quỹ hội. Sau nhiều lần yêu cầu giải trình không thành, bà nhận thấy sự lạnh nhạt từ Ban Giám hiệu, đặc biệt là Thầy Hiệu trưởng Mạnh, và sự dè dặt của các phụ huynh khác lo ngại con cái bị ảnh hưởng.","Bà Hoa phải quyết định liệu có nên tiếp tục gây áp lực, yêu cầu Ban Giám hiệu công khai toàn bộ tài chính quỹ hội và lý do tăng học phí một cách minh bạch, hay nên tìm cách hòa giải để tránh xung đột leo thang và bảo vệ mối quan hệ giữa nhà trường và phụ huynh.","Tâm lý 'tôn sư trọng đạo' và ngại 'đối đầu' với người có chức quyền, đặc biệt là trong môi trường giáo dục, khiến nhiều phụ huynh dè dặt lên tiếng vì sợ ảnh hưởng đến con cái họ.",batch_04,"Tiếp tục kiên quyết, gửi công văn chính thức đến Ban Giám hiệu và thậm chí cân nhắc gửi lên Sở Giáo dục & Đào tạo, tổ chức một cuộc họp phụ huynh lớn để công khai vấn đề. Hậu quả tốt: Thể hiện sự minh bạch, trách nhiệm giải trình của nhà trường, bảo vệ quyền lợi tài chính của phụ huynh và học sinh. Hậu quả xấu: Mối quan hệ với nhà trường trở nên căng thẳng, có thể ảnh hưởng tiêu cực đến con em đang theo học (lo sợ bị 'để ý', 'trù dập') và không nhận được sự ủng hộ đồng lòng từ đa số phụ huynh khác.","Chủ động gặp riêng Thầy Hiệu trưởng Mạnh, bày tỏ thiện chí muốn tìm tiếng nói chung, chấp nhận một phần giải trình không công khai hoặc thương lượng về mức tăng học phí thấp hơn, đồng thời trấn an các phụ huynh khác. Hậu quả tốt: Giúp duy trì hòa khí, tránh xung đột trực diện, bảo vệ hình ảnh nhà trường và giảm thiểu nguy cơ con cái bị ảnh hưởng tiêu cực. Hậu quả xấu: Không giải quyết triệt để vấn đề minh bạch tài chính, có thể tạo tiền lệ cho những lần thiếu minh bạch sau này và mất đi sự tín nhiệm từ những phụ huynh đang bức xúc.",,AB,VN_bias,Power Distance
53,Kinh tế & bất bình đẳng giáo dục,Áp lực Huy chương: Chia sẻ hay Giữ bí quyết?,"Minh, đội trưởng đội tuyển Olympic Toán của Trường THPT Chuyên Lê Quý Đôn Đà Nẵng, nổi tiếng với khả năng giải các bài toán phức tạp. Kỳ thi Quốc gia sắp tới là cơ hội vàng để cậu đạt huy chương Vàng và giành học bổng toàn phần danh giá của một trường đại học nước ngoài. Tuy nhiên, thầy Hùng, huấn luyện viên đội tuyển, đang lo lắng khi nhận thấy một số thành viên như Lan và Toàn còn rất yếu ở chuyên đề tổ hợp, một phần kiến thức mà Minh đã thành thạo.","Minh đứng trước lựa chọn khó khăn: tập trung tối đa thời gian và sức lực để củng cố vị trí dẫn đầu, đảm bảo học bổng du học mơ ước, hay dành thời gian quý báu đó để kèm cặp, chia sẻ 'bí quyết' giải quyết chuyên đề khó cho Lan và Toàn, giúp cả đội cùng tiến bộ?","Tình huống phản ánh sự giằng xé giữa áp lực đạt thành tích cá nhân xuất sắc để mang lại 'thể diện' và cơ hội kinh tế cho bản thân, gia đình (học bổng du học) với tinh thần 'thương người như thể thương thân', 'lá lành đùm lá rách' và trách nhiệm đối với tập thể trong văn hóa Việt Nam.",batch_04,"Minh tiếp tục tập trung cao độ vào việc luyện giải các dạng bài khó và giữ các 'bí quyết' cho riêng mình. Cậu tin rằng việc tự rèn luyện là con đường tốt nhất để đạt thành tích thủ khoa và giành học bổng du học. Hậu quả tốt: Khả năng cao đạt huy chương Vàng, thủ khoa quốc gia, mở ra cánh cửa du học toàn phần và vinh quang cá nhân rực rỡ, giúp gia đình tự hào. Hậu quả xấu: Các thành viên khác như Lan và Toàn có thể không tiến bộ kịp, ảnh hưởng đến tổng thể thành tích đội tuyển, và Minh có thể bị đồng đội và một số giáo viên nhìn nhận là thiếu tinh thần chia sẻ, chỉ biết nghĩ cho bản thân.","Minh dành một phần đáng kể thời gian ôn luyện của mình để kèm cặp, giải thích cặn kẽ các chuyên đề tổ hợp khó cho Lan và Toàn, cũng như chia sẻ các phương pháp giải độc đáo. Hậu quả tốt: Nâng cao đáng kể trình độ của Lan và Toàn, giúp cả đội tuyển có cơ hội đạt thành tích chung tốt hơn, củng cố tinh thần đoàn kết. Minh sẽ được thầy cô và bạn bè đánh giá cao về tinh thần trách nhiệm, tình đồng đội. Hậu quả xấu: Thời gian dành cho việc ôn luyện cá nhân của Minh bị giảm sút, có thể ảnh hưởng đến cơ hội đạt thủ khoa, huy chương Vàng hoặc suất học bổng du học toàn phần mà cậu đang hướng tới.",,AB,VN_bias,Masculinity vs Femininity
54,Kinh tế & bất bình đẳng giáo dục,Ưu tiên nhân tài hay sẻ chia cộng đồng?,"Thầy Phong, hiệu trưởng Trường THPT An Bình, đang đối mặt với một quyết định khó khăn. Trường vừa nhận được một khoản tài trợ 200 triệu đồng từ một mạnh thường quân giấu tên, dành riêng cho ""hỗ trợ học sinh vượt khó học giỏi"". Trong số các học sinh, An, lớp 12A1, là một trường hợp đặc biệt: em không chỉ có hoàn cảnh gia đình cực kỳ khó khăn mà còn đạt thành tích xuất sắc vượt trội, được dự đoán sẽ đậu vào một trường đại học hàng đầu nếu có đủ điều kiện ôn luyện.","Thầy Phong phải quyết định liệu có nên dồn toàn bộ khoản tài trợ để An có cơ hội tốt nhất phát triển tài năng, hay chia nhỏ số tiền để hỗ trợ nhiều học sinh có hoàn cảnh khó khăn nhưng thành tích ở mức khá giỏi trong trường.","Quyết định này chịu ảnh hưởng nặng nề bởi giá trị ""thể diện"" của nhà trường khi có học sinh đỗ đạt cao, đối lập với tinh thần ""tương thân tương ái"", ""lá lành đùm lá rách"" của cộng đồng.",batch_04,"Dồn toàn bộ 200 triệu đồng cho An. Tốt: An sẽ có điều kiện học tập tốt nhất (học phí, sách vở, lớp học thêm chất lượng cao), khả năng cao sẽ đậu đại học top đầu, mang lại tiếng vang và thể diện rất lớn cho Trường An Bình, thu hút thêm học sinh giỏi và mạnh thường quân trong tương lai. Xấu: Nhiều học sinh khó khăn khác trong trường sẽ không nhận được bất kỳ sự hỗ trợ nào, gây ra sự bất bình, cảm giác bị bỏ rơi và có thể làm giảm tinh thần đoàn kết trong tập thể.","Chia đều khoản tiền cho 10 học sinh khác có hoàn cảnh khó khăn (mỗi em 20 triệu đồng). Tốt: Nhiều em học sinh khó khăn sẽ nhận được sự giúp đỡ thiết thực, dù không nhiều, giúp các em trang trải phần nào chi phí học tập và cảm thấy được nhà trường quan tâm, củng cố tinh thần tập thể và sự công bằng. Xấu: An sẽ không nhận được nguồn lực tập trung để phát huy tối đa tiềm năng, có thể bỏ lỡ cơ hội vào đại học mơ ước. Trường An Bình cũng sẽ mất đi cơ hội tạo ra một ""điểm sáng"" nổi bật, giảm đi sức hút và thể diện trong mắt công chúng.",,AB,EU_bias,Individualism vs Collectivism
55,Kinh tế & bất bình đẳng giáo dục,Người thầy giữa lợi ích cá nhân và công bằng giáo dục,"Thầy Phong là giáo viên Toán chủ nhiệm lớp 12A1 tại Trường THPT Trần Nguyên Hãn, một ngôi trường công lập có tiếng ở thành phố S. Thầy được học sinh kính trọng và phụ huynh tin tưởng vì năng lực chuyên môn vững vàng và sự tận tâm trong giảng dạy. Gần đây, một nhóm phụ huynh có điều kiện đã ngỏ lời đề nghị thầy Phong mở lớp bồi dưỡng kiến thức Toán cấp tốc riêng cho con họ với mức học phí hậu hĩnh, hứa hẹn một khoản thu nhập đáng kể cho thầy.","Thầy Phong phải đưa ra quyết định giữa việc cải thiện đáng kể đời sống gia đình thông qua việc nhận lời dạy thêm cho nhóm học sinh khá giả, hay giữ vững nguyên tắc bình đẳng giáo dục và không làm sâu sắc thêm khoảng cách giữa các học sinh trong trường.","Quyết định của thầy Phong chịu ảnh hưởng bởi giá trị 'tôn sư trọng đạo' và áp lực 'thể diện' khi con cái đạt thành tích cao trong học tập, cũng như sự kỳ vọng vào người thầy không chỉ dạy chữ mà còn là tấm gương về đạo đức và sự công bằng trong xã hội Việt Nam.",batch_04,"Chấp nhận mở lớp luyện thi cấp tốc ngoài giờ cho nhóm học sinh có điều kiện với mức học phí cao. (Tốt: Thầy Phong có thêm thu nhập đáng kể để trang trải cuộc sống, lo cho gia đình tốt hơn; học sinh được bồi dưỡng sâu hơn, tăng cơ hội vào các trường đại học top đầu, làm rạng danh nhà trường. Xấu: Có thể tạo ra sự phân hóa và mặc cảm cho các học sinh không có điều kiện tham gia; gây ra lời ra tiếng vào, ảnh hưởng đến hình ảnh 'người thầy tận tâm vì mọi học trò' và tinh thần đoàn kết trong lớp học.)","Từ chối đề nghị mở lớp riêng thu phí cao, thay vào đó tìm cách hỗ trợ chung cho tất cả học sinh hoặc không thu phí. (Tốt: Giữ vững nguyên tắc công bằng trong giáo dục, không làm trầm trọng thêm sự bất bình đẳng kinh tế; giữ được uy tín, hình ảnh người thầy mẫu mực trong mắt học sinh, phụ huynh và đồng nghiệp. Xấu: Nguồn thu nhập của thầy Phong không được cải thiện, gia đình vẫn tiếp tục đối mặt với khó khăn tài chính; các học sinh khá giả có nhu cầu bồi dưỡng chuyên sâu có thể tìm đến trung tâm bên ngoài, nhà trường mất đi cơ hội giữ chân và phát triển nhóm học sinh giỏi này.)",,AB,EU_bias,Masculinity vs Femininity
56,Công nghệ & mạng xã hội,TikTok hay Bằng cấp: Ngã rẽ của An,"An, sinh viên năm 3 ngành Marketing tại Đại học Kinh tế Quốc dân, vừa phát triển một kênh TikTok review sản phẩm công nghệ cá nhân đạt hàng trăm nghìn lượt theo dõi và bắt đầu có những hợp đồng quảng cáo béo bở. Thu nhập hiện tại từ kênh vượt xa mong đợi và các khoản trợ cấp từ gia đình, thậm chí còn nhiều hơn mức lương khởi điểm của sinh viên mới ra trường. Điều này khiến An đứng trước ngã rẽ quan trọng.","An phải quyết định liệu có nên dồn toàn lực phát triển sự nghiệp cá nhân trên mạng xã hội để tận dụng cơ hội 'làm giàu nhanh' đang rộng mở, hay tiếp tục ưu tiên việc học để có được tấm bằng đại học và một con đường sự nghiệp truyền thống, ổn định theo kỳ vọng của gia đình.","Kỳ vọng của cha mẹ Việt Nam về một sự nghiệp ổn định, có bằng cấp từ đại học công lập là thước đo thành công và thể diện lớn cho cả gia đình.",batch_06,"An quyết định giảm tải việc học, thậm chí cân nhắc bảo lưu hoặc bỏ học để tập trung hoàn toàn vào phát triển kênh TikTok và các dự án kinh doanh online. Hệ quả tốt: Có thể tận dụng triệt để thời cơ vàng của nền tảng, kiếm được thu nhập lớn trong thời gian ngắn, xây dựng thương hiệu cá nhân mạnh mẽ, và có thể đạt được tự do tài chính sớm. Hệ quả xấu: Rủi ro sự nghiệp không ổn định, dễ bị đào thải bởi các xu hướng mới, không có bằng cấp để làm 'phương án B', và đối mặt với áp lực, sự thất vọng từ gia đình và xã hội về việc 'bỏ ngang' việc học.","An cố gắng cân bằng nhưng vẫn đặt việc học lên hàng đầu, đảm bảo hoàn thành chương trình đại học với kết quả tốt, chỉ coi kênh TikTok là một sở thích hoặc nguồn thu nhập phụ. Hệ quả tốt: Đảm bảo có tấm bằng giá trị, một nền tảng kiến thức vững chắc cho sự nghiệp lâu dài, đáp ứng được kỳ vọng của gia đình và có 'chỗ đứng' ổn định trong xã hội. Hệ quả xấu: Có thể bỏ lỡ cơ hội phát triển đột phá từ kênh TikTok đang đà lên, tiềm năng tài chính bị hạn chế trong giai đoạn vàng, và có thể hối tiếc về một con đường đã không được khám phá hết.",,AB,EU_bias,Long-term Orientation
57,Công nghệ & mạng xã hội,Tự Do Biểu Đạt Hay Giữ Gìn Khuôn Khổ?,"Trần Minh, học sinh lớp 8A của Trường THCS tư thục An Bình, là một người đam mê nghệ thuật kỹ thuật số và thường xuyên chia sẻ các tác phẩm minh họa, biếm họa mang tính châm biếm nhẹ nhàng về cuộc sống lên tài khoản Instagram cá nhân. Mới đây, Minh đăng tải một bức tranh trừu tượng với hình ảnh ẩn dụ về sự gò bó trong học đường, dù không chỉ đích danh trường hay cá nhân nào, nhưng lại nhận được nhiều sự quan tâm và bình luận trái chiều từ cả bạn bè lẫn một số phụ huynh.","Xung đột nảy sinh giữa quyền tự do thể hiện quan điểm, cảm xúc cá nhân thông qua nghệ thuật của Minh trên không gian mạng và mong muốn của nhà trường về việc duy trì hình ảnh 'chuẩn mực', 'tích cực' trong mắt phụ huynh và cộng đồng, tránh những nội dung có thể gây hiểu lầm hoặc 'tiêu cực'.","Quyết định của Minh và phản ứng của nhà trường chịu ảnh hưởng lớn từ văn hóa Việt Nam, nơi việc tránh 'làm mất lòng' người lớn hay 'gây sốc' trong không gian công cộng, đặc biệt là từ người trẻ, thường được ưu tiên hơn sự biểu đạt cá nhân mang tính châm biếm hoặc đối lập, nhằm duy trì hòa khí và 'thể diện' cho tập thể.",batch_06,"Minh quyết định giữ nguyên bài đăng, lịch sự giải thích ý nghĩa nghệ thuật của bức tranh và quan điểm cá nhân về quyền tự do biểu đạt khi được cô Lan (giáo viên chủ nhiệm) và thầy Khang (Hiệu trưởng) triệu tập. 
**Hệ quả tốt:** Minh bảo vệ được tiếng nói và quyền sáng tạo cá nhân, thể hiện sự kiên định vào giá trị bản thân, có thể truyền cảm hứng cho những học sinh khác. 
**Hệ quả xấu:** Có nguy cơ bị nhà trường xem là không hợp tác, ảnh hưởng đến hạnh kiểm, các hoạt động ngoại khóa, thậm chí là bị kỷ luật, làm căng thẳng mối quan hệ giữa học sinh và nhà trường, cũng như mối lo ngại của phụ huynh.","Minh chấp nhận yêu cầu của nhà trường, gỡ bỏ bài đăng và gửi lời xin lỗi nếu có ai cảm thấy bị xúc phạm hoặc hiểu lầm. 
**Hệ quả tốt:** Tránh được rắc rối, duy trì mối quan hệ tốt đẹp với nhà trường và giáo viên, đảm bảo hạnh kiểm tốt, thể hiện sự 'biết điều' và tôn trọng người lớn. 
**Hệ quả xấu:** Minh cảm thấy bị tước đoạt quyền tự do biểu đạt, tác phẩm nghệ thuật bị kiểm duyệt, có thể làm mất đi sự tự tin vào khả năng sáng tạo của bản thân và cảm thấy bị gò bó, không được lắng nghe.",,AB,EU_bias,Indulgence vs Restraint
58,Công nghệ & mạng xã hội,Bày tỏ bất đồng trực tuyến hay giữ gìn hình ảnh trường học?,"Minh, sinh viên năm cuối ngành Truyền thông tại Đại học Sông Hồng, rất bức xúc khi trường đột ngột ban hành quy định mới về việc thu thêm phí hỗ trợ hoạt động ngoại khóa bắt buộc cho sinh viên. Nhiều bạn bè cùng khóa cũng bày tỏ sự không hài lòng, đặc biệt khi khoản phí này khá cao và áp dụng ngay lập tức mà không có thông báo rõ ràng từ trước. Minh cảm thấy chính sách này không hợp lý và tạo thêm gánh nặng tài chính không đáng có cho sinh viên.","Minh đứng trước lựa chọn: công khai bày tỏ sự bất đồng và chỉ trích chính sách của trường trên các nền tảng mạng xã hội để thu hút sự chú ý, hay tìm cách giải quyết vấn đề một cách kín đáo, nội bộ để duy trì hòa khí và hình ảnh của tổ chức giáo dục.","Văn hóa Việt Nam thường khuyến khích giải quyết mâu thuẫn một cách kín đáo, tránh làm 'mất thể diện' (mất mặt) của tổ chức hoặc người có địa vị cao, thay vì công khai gây ồn ào trên không gian mạng.",batch_06,"Minh viết một bài phân tích sâu sắc về những điểm bất hợp lý của chính sách mới, kèm theo các hashtag liên quan đến trường, sau đó đăng công khai trên trang cá nhân và các nhóm sinh viên kín trên Facebook, kêu gọi mọi người cùng lên tiếng. 

*Hệ quả tốt*: Bài viết nhanh chóng nhận được sự tương tác mạnh mẽ, tạo ra làn sóng dư luận trong cộng đồng sinh viên và có thể buộc Ban Giám hiệu phải xem xét lại quyết định dưới áp lực công chúng. 

*Hệ quả xấu*: Minh có thể bị coi là người gây mất đoàn kết, làm ảnh hưởng tiêu cực đến hình ảnh trường, và có nguy cơ đối mặt với các hình thức kỷ luật từ phía nhà trường, đồng thời làm xấu đi mối quan hệ với giảng viên và cán bộ phòng ban.","Minh chủ động tập hợp ý kiến từ một nhóm bạn có cùng quan điểm, sau đó soạn thảo một văn bản kiến nghị chính thức. Minh đại diện nộp văn bản này lên Phòng Công tác Sinh viên và Ban Giám hiệu, đồng thời yêu cầu một buổi đối thoại trực tiếp để trình bày quan điểm.

*Hệ quả tốt*: Hành động này thể hiện tinh thần xây dựng và tôn trọng quy trình của trường, giúp Minh giữ gìn được mối quan hệ tốt đẹp với nhà trường và có cơ hội được lắng nghe một cách nghiêm túc. 

*Hệ quả xấu*: Quá trình giải quyết vấn đề có thể kéo dài, hoặc kiến nghị có thể không được chấp thuận nếu nhà trường không chịu lắng nghe. Điều này có thể khiến sinh viên cảm thấy tiếng nói của mình không có trọng lượng, gây ra sự thất vọng và bức xúc âm ỉ trong nội bộ.",,AB,EU_bias,Power Distance
